adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,78327,tt0022802,en,The Dark Horse,"The Progressive Party convention is deadlocked for governor, and so both sides nominate the dark horse Zachary Hicks (Guy Kibbee). Kay Russell (Bette Davis) suggests they hire Hal Blake as campaign manager; but first they have to get him out of jail for not paying alimony. Blake (Warren William) organizes the office and coaches Hicks to answer every question by pausing and then saying, ""Well yes, but then again no."" Blake will sell Hicks as dumb but honest. Russell refuses to marry Blake, while Joe (Frank McHugh) keeps people away from Blake's office. Blake teaches Hicks a speech by Lincoln. At the debate when the conservative candidate Underwood recites the same speech, Blake exposes him as a plagiarist. Hicks is presented for photo opportunities and gives his yes-and-no answer to any question, including whether he expects to win.",0.077934,/9WM5ZARimDQuWvKYIZ3CCCC5jLD.jpg,"[{'name': 'First National Pictures', 'id': 3245}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-06-16,0.0,75.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Dark Horse,False,8.0,1.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,118381,tt0159251,cn,安娜玛德莲娜,"Two young men fall for the woman staying upstairs when she practises J.S. Bach's ""Notebook for Anna Magdalena"".",0.702358,/hX2pBJBEv03JsUmpWd6dJrseyoR.jpg,[],"[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1998-05-28,0.0,97.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,,Anna Magdalena,False,7.5,2.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,45318,tt0097564,pt,Ilha das Flores,"A tomato is planted, harvested and sold at a supermarket, but it rots and ends up in the trash. Ends? No. Isle of Flowers follows it up until its real end, among animals, trash, women and children. And then the difference between tomatoes, pigs and human beings becomes clear.",0.300881,/uKrOihrC9f5ldc3W2nlp5Jubssa.jpg,"[{'name': 'Casa de Cinema de Porto Alegre', 'id': 17415}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",1989-09-06,0.0,13.0,"[{'iso_639_1': 'pt', 'name': 'Português'}]",Released,A place where there are very few flowers,Isle of Flowers,False,7.8,36.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,11107,tt0116168,en,Eddie,"Eddie is a New York limo driver and a fanatical follower of the New York Knicks professional basketball team. The team is struggling with a mediocre record when, in mid-season, ""Wild Bill"" Burgess, the new owner, as a public relations gimmick, stages an 'honorary coach' contest, which Eddie wins. The fans love it, so ""Wild Bill"" fires the coach and hires her. She takes the bunch of overpaid prima",3.09233,/xl4WRePyVL9GYEnGmOSKbU0Hd8g.jpg,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Island Pictures', 'id': 3492}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-05-31,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The newest coach in the NBA has got the Knicks right where she wants them.,Eddie,False,5.4,46.0
False,,0,[],,199883,tt0139886,pt,Besame Mucho,"The story of two couples - Xico and Olga, Tuca and Dina - through 20 years of friendship, from adolescent dreams to maturity frustrations. They meet in a small town in the State of São Paulo, but one of the couples decides to try their luck in the big city. As background, the political events in the 60's and 70's, and how they affect their lives.",0.068562,/4B3D1anazy0tRC2bWZgDzspUD3o.jpg,[],"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",1987-01-01,0.0,108.0,"[{'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Besame Mucho,False,6.0,1.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",http://www.gespenster-der-film.de/,1115,tt0419773,de,Gespenster,"Nina, an end-of-teenage orphan with mental problems, starts a new job as a garden cleaner when she meets Toni. They fell in love with each other, but soon Toni starts betraying Nina. In the meantime, Francoise is picked up at a psychic department of a Berlin hospital by her husband, Pierre. After seeing Nina, Francoise believes that she has found her kidnapped daughter Marie, but neither Toni nor Pierre believe her. Nina is unsure about what to think...",0.744845,/xN6BG1WJPOJgwQJ4SKlLZ1UYVct.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2005-09-15,0.0,85.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Ghosts,False,6.8,7.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,339894,tt2402579,de,Kafkas Der Bau,"KAFKA'S THE BURROW tells the story of a man's ""metamorphosis"" (as Kafka would put it) in a rapidly changing and increasingly isolated world. A man (Axel Prahl), who has seemingly achieved everything, ensconces himself in his burrow, a fortress-like apartment complex. But no matter how hard he tries to keep the outside world at a distance, he gets more and more entangled in his own web of fear and paranoia: those outside know he is there, they want him, they want his wealth, and they are inevitably going to get him ...",0.394109,/qv1qs8kG3Lq1KwyD8wokJ90PPCK.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2015-07-09,0.0,110.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Burrow,False,5.0,2.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",http://neueroadmovies.com/film/every-thing-will-be-fine/,246127,tt1707380,en,Every Thing Will Be Fine,"One day, driving aimlessly around the outskirts of town after a trivial domestic quarrel, a writer named Tomas accidentally hits and kills a child. Will he be able to move on?",5.723103,/uv0qbWLRTOexuWOOeCXaCvU4UNK.jpg,"[{'name': 'Neue Road Movies', 'id': 4503}, {'name': 'Film i Väst', 'id': 17513}, {'name': 'Montauk Productions', 'id': 18999}, {'name': 'Göta Film', 'id': 19000}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'NO', 'name': 'Norway'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2015-04-02,8034.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A moment. A tragic accident. And nothing will ever be the same again.,Every Thing Will Be Fine,False,5.3,79.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,143451,tt0221803,it,Arcana,"A Sicilian widow earns her living as a clairvoyant, in Milan, but she hasn't got any power at all. Her son instead holds supernatural powers and with the help of his mother he becomes a strong sorcerer. But he fails perhaps to understand the real strength he possesses inside and unbinds uncontrolled forces that lead people that surround him to go mad.",0.652815,/w8ChQQt96uVMihHv5wPQqBxA8ag.jpg,"[{'name': 'Palumbo', 'id': 23875}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1972-04-06,0.0,102.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Arcana,False,5.5,2.0
False,"{'id': 376650, 'name': 'Ride Along Collection', 'poster_path': '/7bjrke8mdxWG3PnFgvipbEOhc0Q.jpg', 'backdrop_path': '/3ZX5hvXjMxWJ5joyJxmWJT5nZDo.jpg'}",40000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",http://www.ridealong.com/,323675,tt2869728,en,Ride Along 2,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.",9.420931,/A739odgY2FjoLvYLYdypUc6GpaY.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Cube Vision', 'id': 2780}, {'name': 'Will Packer Productions', 'id': 49968}, {'name': 'Reel Chefs Catering', 'id': 83397}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-01-14,124827316.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The brothers-in-law are back,Ride Along 2,False,6.1,567.0
False,,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,7510,tt0439289,en,Running with Scissors,"Young Augusten Burroughs absorbs experiences that could make for a shocking memoir: the son of an alcoholic father and an unstable mother, he's handed off to his mother's therapist, Dr. Finch, and spends his adolescent years as a member of Finch's bizarre extended family.",4.926507,/pYFF3iMWDPcwXKpRM0GLIsnPf22.jpg,"[{'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-10-27,6754898.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Ever have one of those lives?,Running with Scissors,False,5.8,80.0
False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",,26723,tt0095360,en,Imagine: John Lennon,"John Lennon, David Bowie, Julian Lennon, and Yoko Ono Lennon are featured in this portrait of the life of musician John Lennon.  A documentary about former Beatle John Lennon, narrated by Lennon himself, with extensive material from Yoko Ono's personal collection.  This feature-film biography of the legendary rock musician includes previously unseen footage from Lennon's private archives, as well as interviews with his first wife Cynthia, second wife Yoko Ono and sons Julian and Sean. Narrated in Lennon's own voice, IMAGINE was taken from the 240 hours of personal film and video from the star's private collection. Directed by Andrew Solt (who is also responsible for the rockumentary THIS IS ELVIS,) this unique film gives fan a look at the enigmatic, innovative, and often changing pop revolutionary that is unavailable anywhere else.",1.69806,/1Ohlpat92pC15NqXc5gpOsDt6vB.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-10-07,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Discover John...the angry youth, the musician, the radical, the husband, the father, the lover, the idealist...through his own words and personal collection of film and music.",Imagine: John Lennon,False,7.3,25.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",http://hs-movie.com/index.html,104524,tt2147319,ja,ヘルタースケルター,"Through round after round of extensive plastic surgery and vigorous maintenance, Ririko has become the absolute manifestation of beauty, and becomes a wildly successful model, actress, and singer. However, soon, her body, unable to withstand the burdens of surgery, begins to crumble, and along with it so does her mind, as she plummets towards a frightening and inevitable end.",3.530808,/xLblSyhe4qSbYM5vGLC6yCn332E.jpg,"[{'name': 'Asmik Ace Entertainment', 'id': 3033}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2012-07-14,0.0,127.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Helter Skelter,False,6.6,27.0
False,"{'id': 288280, 'name': 'Saturday Night Fever Collection', 'poster_path': '/66JFemhPp5qh0pGYPkGqjocR0Fv.jpg', 'backdrop_path': None}",22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,10805,tt0086361,en,Staying Alive,It's five years later and Tony Manero's Saturday Night Fever is still burning. Now he's strutting toward his biggest challenger yet - making it as a dancer on the Broadway stage.,4.860672,/pZS3K6My4UDwVzwTkEpAo0JXjZt.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1983-07-11,64892670.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Tony Manero knows the old days are over – But nobody's gonna tell him he can't feel that good again,Staying Alive,False,4.7,93.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",,9690,tt0327227,de,Verschwende deine Jugend,No overview found.,0.742665,/46U0iMYGVLyNLhf3GvRO2ddeRO0.jpg,"[{'name': 'Claussen + Wöbke Filmproduktion GmbH', 'id': 161}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2003-07-03,0.0,97.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Verschwende deine Jugend,False,6.8,6.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,29630,tt0499238,en,Milarepa,"Milarepa depicts the humble beginnings of the man who was to become Tibet's greatest saint. A true story based on centuries-old oral traditions, a youthful Milarepa is propelled into a world of sorrow and betrayal after his father's sudden death. Destitute and hopeless, he sets out to learn black magic - and exact revenge on his enemies - encountering magicians, demons, an enigmatic teacher and unexpected mystical power along the way. But it is in confrontation with the consequences of his anger that he learns the most. Photographed in the stunning Lahaul-Spiti region of Northern India, Milarepa offers a provocative parallel to the cycle of violence and retribution consuming today's world.",0.262837,/szdpYrAgEDrqL55oMKlrAJmwvfG.jpg,[],"[{'iso_3166_1': 'BT', 'name': 'Bhutan'}]",2008-09-05,0.0,90.0,"[{'iso_639_1': 'bo', 'name': ''}]",Released,,Milarepa,False,8.0,4.0
False,,0,"[{'id': 37, 'name': 'Western'}]",,31390,tt0439504,en,Brothers in Arms,Old West. New Soul. Big Payback.,1.061451,/xFAJXxmluWU1L0PlcPOsRLcvnhQ.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-01-01,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A revisionist western,Brothers in Arms,False,2.7,5.0
False,,12500000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,26688,tt1232783,en,Sorority Row,"When five sorority girls inadvertently cause the murder of one of their sisters in a prank gone wrong, they agree to keep the matter to themselves and never speak of it again, so they can get on with their lives. This proves easier said than done, when after graduation a mysterious killer goes after the five of them and anyone who knows their secret.",5.010852,/tqlO7gPrOqoCg2732z2GJJQkQGw.jpg,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Karz Entertainment', 'id': 4194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-09,27206120.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Sisters of Theta Pi Are Dying To Keep a Secret.,Sorority Row,False,5.3,179.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,44409,tt0011521,en,"Number, Please?","While at an amusement park, trying vainly to forget the girl he has lost, a young man sees the girl with her new boyfriend. When her dog gets loose in the park, both suitors have to help her catch it. Then, the girl's uncle, a balloonist, gives her a pass for two in his balloon, provided that her mother approves. She then offers to take along the first of her admirers who is able to get her mother's consent.",0.176743,/hMXMKetn6rCiGvvUrSzBeImPpkG.jpg,[],[],1920-12-26,0.0,25.0,[],Released,,"Number, Please?",False,7.4,5.0
False,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",,37128,tt0025946,ru,Весёлые ребята,"Merry Fellows was the first Soviet musical comedy. Set in Odessa and Moscow in the 1930's. Shepherd Kostya Potekhin (Utyosov) is mistaken for an international concert star. He falls in love with Anyuta (Orlova) and plays the ""star"" for her. In a cascade of comic musical numbers he becomes the leader of a Jazz-Band and gives a hilarious show at the Odessa Music Hall. Now he is destined to perform at the Bolshoi Theatre in Moscow.",0.768147,/id0tb1Sqhb9XfPj7CfQsaQqOVEo.jpg,"[{'name': 'Grading Dimension Pictures', 'id': 8362}, {'name': 'Moskinokombinat', 'id': 39053}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1934-12-09,0.0,96.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Jolly Fellows,False,6.3,4.0
False,"{'id': 386549, 'name': 'Fat, Sick & Nearly Dead', 'poster_path': '/qFJt6xE3RPt1ql5nNQvArAZogDt.jpg', 'backdrop_path': '/kYrG5bQSlPvubuo6cDJ8l5LFi9o.jpg'}",0,"[{'id': 99, 'name': 'Documentary'}]",http://fatsickandnearlydead2.com/,291155,tt3701804,en,"Fat, Sick & Nearly Dead 2","Joe Cross took viewers on his journey from overweight and sick to healthy and fit via a 60-day juice fast in the award-winning Fat Sick and Nearly Dead. With Fat, Sick &amp; Nearly Dead 2, he looks at keeping healthy habits long-term.",0.943537,/pzFrXhRi27d5gaXLYXz6E8SDOha.jpg,"[{'name': 'Reboot USA', 'id': 40249}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'AU', 'name': 'Australia'}]",2014-09-18,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Get Your JUICE ON!,"Fat, Sick & Nearly Dead 2",False,6.2,19.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,84197,tt1869425,en,Filly Brown,"“Majo” Tonorio, a.k.a. Filly Brown, is a raw, young Los Angeles hip-hop artist who spits from the heart. When a sleazy record producer offers her a crack at rap stardom, Majo faces some daunting choices. With an incarcerated mother, a record contract could be the ticket out for her struggling family. But taking the deal means selling out her talent and the true friends who helped her to the cusp of success.",0.445222,/tRBDzfRp3vpcMV6tqn8cPhmfMHp.jpg,[],[],2013-04-19,0.0,100.0,[],Released,This is my life.,Filly Brown,False,5.9,10.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,87415,tt0079023,it,Dalla nube alla resistenza,"'Dalla nube alla resistenza (From the Cloud to the Resistance ) (1978), based on two works by Cesare Pavese, falls into the category of History Lessons and Too Early, Too Late as well. It, too, has two parts—a twentieth-century text and a text regarding the myths of antiquity, each set in the appropriate landscape. Pavese's The Moon and the Bonfires looks back on the violent deaths of Italian anti-Fascist resistance fighters; Dialogues with Leucò is a series of dialogues between heroes and gods, connecting myth and history and returning to an ambiguous stage in the creation of distinctions, such as that between animal and human, which are fundamental to grammar and language itself. Such a juxtaposition of political engagement with profoundly contemplative issues such as myth, nature, and meaning points to the characters of Empedocles and Antigone in the Hölderlin films.'  (From ""Landscapes of resistance. The German Films of Danièle Huillet and Jean-Marie Straub"" by Barton Byg)",0.020031,/ohZcS8mu76uOzD2PhjM4hX248dU.jpg,"[{'name': 'Janus Film und Fernsehen', 'id': 4497}, {'name': ""Institut National de l'Audiovisuel (INA)"", 'id': 8171}, {'name': 'Artificial Eye', 'id': 11895}, {'name': 'Rai 2', 'id': 23119}, {'name': 'Straub-Huillet', 'id': 68953}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1979-11-07,0.0,104.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,From the Clouds to the Resistance,False,5.0,1.0
False,,350000,"[{'id': 99, 'name': 'Documentary'}]",http://www.boyinterruptedfilm.com/,36738,tt1327819,en,Boy Interrupted,"On the night of Oct. 2, 2005, Hart and Dana Perry’s 15-year-old son Evan jumped to his death from his New York City bedroom window. This moving film is the story, told by his filmmaker parents and others who knew him, of Evan’s life and death, and his life-long struggle with bipolar disorder. It delves into the complexity of Evan’s disease, sharing his family’s journey through the maze of mental illness. In showing how one family deals with generations of loss and grief, the film defies the stigma related to mental illness and suicide and tells a human story that touches everyone.",0.786304,/zQZgn6HPIJeyMuvIUtkFUPyOX3l.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-03,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Once there was a little boy who wanted to die...,Boy Interrupted,False,6.2,10.0
False,,0,"[{'id': 28, 'name': 'Action'}]",,85644,tt0064895,en,Riot,"A riot in a state prison is staged to cover up an escape attempt, during which many inmates and guards are killed. Shot on location at Arizona State Prison.",0.078393,/b9Ef6aIu57A3u2EHSzjTm0YVOfq.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'William Castle Productions', 'id': 10324}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1969-01-15,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"They exploded the ugliest riot in prison history to cover their dangerous, desperate break for freedom.",Riot,False,6.0,2.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",,67429,tt0191053,fr,Le couple témoin,"In 1977 France, the Ministry of the Future chooses two “normal,” white, middle-class citizens, Claudine (Anémone) and Jean-Michel (André Dussolier), for a national experiment. They will be monitored and displayed on television for six months in a model apartment outfitted with state-of-the-art products and nonstop surveillance—the template for “a new city for the new man.",0.222456,/AsOS3RPeWEwHr0zX6av0uTYzJAT.jpg,"[{'name': ""Institut National de l'Audiovisuel (INA)"", 'id': 8171}, {'name': 'Films Paris-New York', 'id': 10635}, {'name': 'Artco-Film', 'id': 10636}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}]",1977-03-30,0.0,101.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Model Couple,False,4.1,4.0
False,,0,[],http://www.bagmanshortfilm.com/,298869,tt4029524,en,Bag Man,"BAG MAN is the understated story of a 12 year old African American boy, who takes us on an introspective journey out of the city and into the remote countryside of upstate New York. With a mysterious duffle bag in hand, its contents unknown to us, we journey from the urban hustle of Harlem, into the winter-ravaged woodlands a world away. On the road, we slowly discover his real intentions, and the significance of what is hidden inside a young boy's bag.",0.49763,/8Lu5I5GgqzovCxelQvaz27Q3KGn.jpg,[],[],2014-09-10,0.0,15.0,[],Released,,Bag Man,False,8.0,4.0
False,"{'id': 86347, 'name': 'Short Circuit Collection', 'poster_path': '/AZFGrT6LotCm69uNgVnTkUYBGh.jpg', 'backdrop_path': '/o3C0qlKyg7Haot9ZVqtRtsrKwWc.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",,11966,tt0096101,en,Short Circuit 2,Robot Johnny Five comes to the city and gets manipulated by criminals who want him for their own purposes.,7.34677,/18yjQQMK6mtB3L3os1kmT7MwXdf.jpg,"[{'name': 'David Foster Productions', 'id': 496}, {'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-07-06,21630088.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The adventures of America's most electric leading man continue.,Short Circuit 2,False,5.5,168.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]",,47383,tt1529252,es,El hombre de al lado,"When two neighbours clash, their argument becomes less about proposed building alterations and more about the wider battle between class and social status. The hugely impressive building in question is the only example of a Le Corbusier residential home in all of Latin America, adding to the poignancy of their argument. Winner of six Argentinean Academy Awards in 2010, including Best Film.",0.727819,/6CyE11sFYGqdTM18jGfzSm54kWQ.jpg,"[{'name': 'Aleph Media', 'id': 10188}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}]",2009-11-10,0.0,110.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Man Next Door,False,6.5,13.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,26782,tt0058642,uk,Тіні забутих предків,"In a Carpathian village, Ivan falls in love with Marichka, the daughter of his father's killer. When tragedy befalls her, his grief lasts months; finally he rejoins the colorful life around him, marrying Palagna. She wants children but his mind stays on his lost love. To recapture his attention, Palagna tries sorcery, and in the process comes under the spell of the sorcerer, publicly humiliating Ivan, who then fights the sorcerer. The lively rhythms of village life, the work and the holidays, the pageant and revelry of weddings and funerals, the change of seasons, and nature's beauty give proportion to Ivan's tragedy.",2.559625,/lKL3CTtUROG7iqSnW29C3go2PG4.jpg,"[{'name': 'Dovzhenko Film Studios', 'id': 4581}]","[{'iso_3166_1': 'UA', 'name': 'Ukraine'}]",1965-09-03,0.0,97.0,"[{'iso_639_1': 'uk', 'name': 'Український'}]",Released,,Shadows of Forgotten Ancestors,False,7.5,35.0
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,312526,tt2474972,en,Alien Outpost,A documentary crew follows an elite unit of soldiers in the wake of an alien invasion.,4.904615,/jC6kjckGjdOLibPVyZpqj8W3Suk.jpg,"[{'name': 'Out of Africa Entertainment', 'id': 6834}, {'name': 'Altitude Film Entertainment', 'id': 19638}, {'name': 'Rooks Nest Entertainment', 'id': 34456}, {'name': 'Bigscope Films', 'id': 38146}, {'name': 'Ravens Nest Entertainment', 'id': 45548}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2014-09-19,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Mankind's Last Stand,Alien Outpost,False,4.6,85.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",http://madeofstonefilm.com/,193524,tt2126403,en,The Stone Roses: Made of Stone,"A documentary about the English alternative rock band, The Stone Roses. Meadows interweaves archive film, intimate behind-the-scenes footage and never-before-seen material, delivering the definitive account of the band and their music. He was also granted unprecedented access to their rehearsals for the summer 2012 Manchester concerts. A momentous occasion in modern music, these were the first gigs performed by The Stone Roses in 16 years.",1.058404,/sIVcAJs18Zy8mr1pQJl2Dt7IEe4.jpg,[],[],2013-05-28,729043.0,96.0,[],Released,,The Stone Roses: Made of Stone,False,5.9,15.0
False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10752, 'name': 'War'}]",http://followmethemovie.com/,102596,tt2062961,en,Follow Me: The Yoni Netanyahu Story,"July 4, 1976, Entebbe, Uganda - Led by Lieutenant Colonel Yonatan Netanyahu, crack Israeli commandos burst inside a non-descript airline terminal, killing stunned terrorists and evacuating 103 hostages. A lone shot sounds in the night, and Yonatan Netanyahu, brother of current Israeli Prime Minister Benjamin Netanyahu, lay dead. Follow Me is an intimate story that penetrates the tough exterior of the only soldier killed in Entebbe.",0.043642,/eEv54hOdSHReFcZigmvRz3Uzzsz.jpg,[],[],2012-05-18,0.0,0.0,[],Released,,Follow Me: The Yoni Netanyahu Story,False,5.0,1.0
